Title: EUROPEAN DIESEL 10 PPM BARGES FOB ARA (PLATTS) VS. LOW SULPHUR GASOIL FUTURES - QUOTES
Last Settlement Trade Date: Last Updated 19 Jul 2023 10:32:00 PM CT
Month,Chart,Last,Change,PriorSettle,Open,High,Low,Volume,Updated
Month,Chart,Last,Change,PriorSettle,Open,High,Low,Volume,Updated
JUL 2023AETN3,,-,-,6.072,-,-,-,0,20:20:49 CT 19 Jul 2023
AUG 2023AETQ3,,-,-,2.875,-,-,-,0,20:20:49 CT 19 Jul 2023
SEP 2023AETU3,,-,-,1.625,-,-,-,0,20:20:49 CT 19 Jul 2023
OCT 2023AETV3,,-,-,5.125,-,-,-,0,20:20:49 CT 19 Jul 2023
NOV 2023AETX3,,-,-,6.0,-,-,-,0,20:20:49 CT 19 Jul 2023
DEC 2023AETZ3,,-,-,5.0,-,-,-,0,20:20:49 CT 19 Jul 2023
JAN 2024AETF4,,-,-,2.125,-,-,-,0,17:50:20 CT 19 Jul 2023
FEB 2024AETG4,,-,-,2.125,-,-,-,0,17:49:08 CT 19 Jul 2023
MAR 2024AETH4,,-,-,2.125,-,-,-,0,17:49:08 CT 19 Jul 2023
APR 2024AETJ4,,-,-,2.0,-,-,-,0,17:49:51 CT 19 Jul 2023
MAY 2024AETK4,,-,-,2.0,-,-,-,0,17:49:52 CT 19 Jul 2023
JUN 2024AETM4,,-,-,2.0,-,-,-,0,17:50:20 CT 19 Jul 2023
JUL 2024AETN4,,-,-,1.5,-,-,-,0,17:49:11 CT 19 Jul 2023
AUG 2024AETQ4,,-,-,1.5,-,-,-,0,17:49:52 CT 19 Jul 2023
SEP 2024AETU4,,-,-,1.5,-,-,-,0,17:48:42 CT 19 Jul 2023
OCT 2024AETV4,,-,-,1.875,-,-,-,0,17:49:29 CT 19 Jul 2023
NOV 2024AETX4,,-,-,1.875,-,-,-,0,17:49:51 CT 19 Jul 2023
DEC 2024AETZ4,,-,-,1.875,-,-,-,0,17:49:30 CT 19 Jul 2023
JAN 2025AETF5,,-,-,2.25,-,-,-,0,17:49:56 CT 19 Jul 2023
FEB 2025AETG5,,-,-,2.25,-,-,-,0,17:49:56 CT 19 Jul 2023
MAR 2025AETH5,,-,-,2.25,-,-,-,0,17:49:26 CT 19 Jul 2023
APR 2025AETJ5,,-,-,2.25,-,-,-,0,17:49:11 CT 19 Jul 2023
MAY 2025AETK5,,-,-,2.25,-,-,-,0,17:49:57 CT 19 Jul 2023
JUN 2025AETM5,,-,-,2.25,-,-,-,0,17:49:43 CT 19 Jul 2023
JUL 2025AETN5,,-,-,2.25,-,-,-,0,17:49:42 CT 19 Jul 2023
AUG 2025AETQ5,,-,-,2.25,-,-,-,0,17:50:14 CT 19 Jul 2023
SEP 2025AETU5,,-,-,2.25,-,-,-,0,17:49:26 CT 19 Jul 2023
OCT 2025AETV5,,-,-,2.25,-,-,-,0,17:50:06 CT 19 Jul 2023
NOV 2025AETX5,,-,-,2.25,-,-,-,0,17:49:57 CT 19 Jul 2023
DEC 2025AETZ5,,-,-,2.25,-,-,-,0,17:49:57 CT 19 Jul 2023
